PokedexNumber,Name,PrimaryType,SecondaryType,HP,Attack,Defense,SpecialAttack,SpecialDefense,Speed,HighestStat,HighestStatValue,EvolutionStage,Color,Height,Weight,DexEntry,Generation
779,Bruxish,Water,Psychic,68,105,70,70,70,92,Attack,105,1,Pink,9,190,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.",7
780,Drampa,Normal,Dragon,78,60,85,135,91,36,Special Attack,135,1,White,30,1850,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath.",7
781,Dhelmise,Ghost,Grass,70,131,100,86,90,40,Attack,131,1,Green,39,2100,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body.",7
782,Jangmo-O,Dragon,None,45,55,65,45,45,45,Defense,65,1,Gray,6,297,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.,7
783,Hakamo-O,Dragon,Fighting,55,75,90,65,70,65,Defense,90,2,Gray,12,470,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.,7
784,Kommo-O,Dragon,Fighting,75,110,125,100,105,85,Defense,125,3,Gray,16,782,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic.",7
785,Tapu-Koko,Electric,Fairy,70,115,85,95,75,130,Speed,130,1,Yellow,18,205,This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.,7
786,Tapu-Lele,Psychic,Fairy,70,85,75,130,115,95,Special Attack,130,1,Pink,12,186,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.,7
787,Tapu-Bulu,Grass,Fairy,70,130,115,85,95,75,Attack,130,1,Red,19,455,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth.",7
788,Tapu-Fini,Water,Fairy,70,75,115,95,130,85,Special Defense,130,1,Purple,13,212,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.,7
789,Cosmog,Psychic,None,43,29,31,29,31,37,Hp,43,1,Blue,2,1,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.,7
790,Cosmoem,Psychic,None,43,29,131,29,131,37,Defense,131,2,Blue,1,9999,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars.",7
791,Solgaleo,Psychic,Steel,137,137,107,113,89,97,Hp,137,3,White,34,2300,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.,7
792,Lunala,Psychic,Ghost,137,113,89,137,107,97,Hp,137,3,Purple,40,1200,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world.",7
793,Nihilego,Rock,Poison,109,53,47,127,131,103,Special Defense,131,1,White,12,555,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.,7
794,Buzzwole,Bug,Fighting,107,139,139,53,53,79,Attack,139,1,Red,24,3336,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear.",7
795,Pheromosa,Bug,Fighting,71,137,37,137,37,151,Speed,151,1,White,18,250,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds.",7
796,Xurkitree,Electric,None,83,89,71,173,71,83,Special Attack,173,1,Black,38,1000,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses.",7
797,Celesteela,Steel,Flying,97,101,103,107,101,61,Special Attack,107,1,Green,92,9999,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.,7
798,Kartana,Grass,Steel,59,181,131,59,31,109,Attack,181,1,White,3,1,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself.",7
799,Guzzlord,Dark,Dragon,223,101,53,97,53,43,Hp,223,1,Black,55,8880,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts.",7
800,Necrozma,Psychic,None,97,107,101,127,89,79,Special Attack,127,1,Black,24,2300,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.",7
801,Magearna,Steel,Fairy,80,95,115,130,115,65,Special Attack,130,1,Gray,10,805,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak.",7
802,Marshadow,Fighting,Ghost,90,125,80,90,90,125,Attack,125,1,Gray,7,222,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth.",7
803,Poipole,Poison,None,67,73,67,73,67,73,Attack,73,1,Purple,6,18,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,7
804,Naganadel,Poison,Dragon,73,73,73,127,73,121,Special Attack,127,2,Purple,36,1500,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,7
805,Stakataka,Rock,Steel,61,131,211,53,101,13,Defense,211,1,Gray,55,8200,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,7
806,Blacephalon,Fire,Ghost,53,127,53,151,79,107,Special Attack,151,1,White,18,130,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.",7
807,Zeraora,Electric,None,88,112,75,102,80,143,Speed,143,1,Yellow,15,445,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",7
808,Meltan,Steel,None,46,65,65,55,35,34,Attack,65,1,Gray,2,80,It dissolves and eats metal. Circulating liquid metal within its body is how it generates energy.,7
809,Melmetal,Steel,None,135,143,143,80,65,34,Attack,143,1,Gray,25,8000,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.",7
810,Grookey,Grass,None,50,65,50,40,40,65,Attack,65,1,Green,3,50,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",8
811,Thwackey,Grass,None,70,85,70,55,60,80,Attack,85,2,Green,7,140,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.",8
812,Rillaboom,Grass,None,100,125,90,60,70,85,Attack,125,3,Green,21,900,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle.",8
813,Scorbunny,Fire,None,50,71,40,40,40,69,Attack,71,1,White,3,45,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power.",8
814,Raboot,Fire,None,65,86,60,55,60,94,Speed,94,2,Gray,6,90,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.,8
815,Cinderace,Fire,None,80,116,75,65,75,119,Speed,119,3,White,14,330,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched.",8
816,Sobble,Water,None,50,40,40,70,40,70,Special Attack,70,1,Blue,3,40,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping.",8
817,Drizzile,Water,None,65,60,55,95,55,90,Special Attack,95,2,Blue,7,115,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.",8
818,Inteleon,Water,None,70,85,65,125,65,120,Special Attack,125,3,Blue,19,452,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air.",8
819,Skwovet,Normal,None,70,55,55,35,35,25,Hp,70,1,Brown,3,25,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries.",8
820,Greedent,Normal,None,120,95,95,55,75,20,Hp,120,2,Brown,6,60,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss.",8
821,Rookidee,Flying,None,38,47,35,33,35,57,Speed,57,1,Blue,2,18,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit.",8
822,Corvisquire,Flying,None,68,67,55,43,55,77,Speed,77,2,Blue,8,160,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.",8
823,Corviknight,Flying,Steel,98,87,105,53,85,67,Defense,105,3,Purple,22,750,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.,8
824,Blipbug,Bug,None,25,20,20,25,45,45,Special Defense,45,1,Blue,4,80,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t.",8
825,Dottler,Bug,Psychic,50,35,80,50,90,30,Special Defense,90,2,Yellow,4,195,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers.",8
826,Orbeetle,Bug,Psychic,60,45,110,80,120,90,Special Defense,120,3,Red,4,408,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power.",8
827,Nickit,Dark,None,40,28,28,47,52,50,Special Defense,52,1,Brown,6,89,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains.",8
828,Thievul,Dark,None,70,58,58,87,92,90,Special Defense,92,2,Brown,12,199,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it.",8
829,Gossifleur,Grass,None,40,40,60,40,60,10,Defense,60,1,Green,4,22,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly.",8
830,Eldegoss,Grass,None,60,50,90,80,120,60,Special Defense,120,2,Green,5,25,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.,8
831,Wooloo,Normal,None,42,40,55,40,45,48,Defense,55,1,White,6,60,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed.",8
832,Dubwool,Normal,None,72,80,100,60,90,88,Defense,100,2,White,13,430,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it.",8
833,Chewtle,Water,None,50,64,50,38,38,44,Attack,64,1,Green,3,85,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.,8
834,Drednaw,Water,Rock,90,115,90,48,68,74,Attack,115,2,Green,10,1155,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey.",8
835,Yamper,Electric,None,59,45,50,40,50,26,Hp,59,1,Yellow,3,135,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail.",8
836,Boltund,Electric,None,69,90,60,90,60,121,Speed,121,2,Yellow,10,340,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.,8
837,Rolycoly,Rock,None,30,40,50,40,50,30,Defense,50,1,Black,3,120,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago.",8
838,Carkol,Rock,Fire,80,60,90,60,70,50,Defense,90,2,Black,11,780,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.,8
839,Coalossal,Rock,Fire,110,80,120,80,90,30,Defense,120,3,Black,28,3105,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.",8
840,Applin,Grass,Dragon,40,40,80,40,40,20,Defense,80,1,Green,2,5,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more.",8
841,Flapple,Grass,Dragon,70,110,80,95,60,70,Attack,110,2,Green,3,10,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns.",8
842,Appletun,Grass,Dragon,110,85,80,100,80,30,Hp,110,2,Green,4,130,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on.",8
843,Silicobra,Ground,None,52,57,75,35,50,46,Defense,75,1,Green,22,76,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand.",8
844,Sandaconda,Ground,None,72,107,125,65,70,71,Defense,125,2,Green,38,655,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened.",8
845,Cramorant,Flying,Water,70,85,55,85,95,85,Special Defense,95,1,Blue,8,180,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight.",8
846,Arrokuda,Water,None,41,63,40,40,30,66,Speed,66,1,Brown,5,10,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw.",8
847,Barraskewda,Water,None,61,123,60,60,50,136,Speed,136,2,Brown,13,300,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too.",8
848,Toxel,Electric,Poison,40,38,35,54,35,40,Special Attack,54,1,Purple,4,110,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows.",8
849,Toxtricity-Amped,Electric,Poison,75,98,70,114,70,75,Special Attack,114,2,Purple,16,400,"When this Pokémon sounds as if it’s strumming a guitar, it’s actually clawing at the protrusions on its chest to generate electricity.",8
850,Sizzlipede,Fire,Bug,50,65,45,50,50,45,Attack,65,1,Red,7,10,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.,8
851,Centiskorch,Fire,Bug,100,115,65,90,90,65,Attack,115,2,Red,30,1200,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.",8
852,Clobbopus,Fighting,None,50,68,60,50,50,32,Attack,68,1,Brown,6,40,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land.",8
853,Grapploct,Fighting,None,80,118,90,70,80,42,Attack,118,2,Blue,16,390,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.,8
854,Sinistea,Ghost,None,40,45,45,74,54,50,Special Attack,74,1,Purple,1,2,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea.",8
855,Polteageist,Ghost,None,60,65,65,134,114,70,Special Attack,134,2,Purple,2,4,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found.",8
856,Hatenna,Psychic,None,42,30,45,56,53,39,Special Attack,56,1,Pink,4,34,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you.",8
857,Hattrem,Psychic,None,57,40,65,86,73,49,Special Attack,86,2,Pink,6,48,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently.",8
858,Hatterene,Psychic,Fairy,57,90,95,136,103,29,Special Attack,136,3,Pink,21,51,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.,8
859,Impidimp,Dark,Fairy,45,45,30,55,40,50,Special Attack,55,1,Pink,4,55,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy.",8
860,Morgrem,Dark,Fairy,65,60,45,75,55,70,Special Attack,75,2,Pink,8,125,"When it gets down on all fours as if to beg for forgiveness, it’s trying to lure opponents in so that it can stab them with its spear-like hair.",8
861,Grimmsnarl,Dark,Fairy,95,120,65,95,75,60,Attack,120,3,Purple,15,610,"With the hair wrapped around its body helping to enhance its muscles, this Pokémon can overwhelm even Machamp.",8
862,Obstagoon,Dark,Normal,93,90,101,60,81,95,Defense,101,3,Gray,16,460,Its voice is staggering in volume. Obstagoon has a tendency to take on a threatening posture and shout—this move is known as Obstruct.,8
863,Perrserker,Steel,None,70,110,100,50,60,50,Attack,110,2,Brown,8,280,What appears to be an iron helmet is actually hardened hair. This Pokémon lives for the thrill of battle.,8
864,Cursola,Ghost,None,60,95,50,145,130,30,Special Attack,145,2,White,10,4,Its shell is overflowing with its heightened otherworldly energy. The ectoplasm serves as protection for this Pokémon’s core spirit.,8
865,Sirfetchd,Fighting,None,62,135,95,68,82,65,Attack,135,2,White,8,1170,"Only Farfetch’d that have survived many battles can attain this evolution. When this Pokémon’s leek withers, it will retire from combat.",8
866,Mr-Rime,Ice,Psychic,80,85,75,110,100,70,Special Attack,110,3,Purple,15,582,It’s highly skilled at tap-dancing. It waves its cane of ice in time with its graceful movements.,8
867,Runerigus,Ground,Ghost,58,95,145,50,105,30,Defense,145,2,Gray,16,666,"A powerful curse was woven into an ancient painting. After absorbing the spirit of a Yamask, the painting began to move.",8
868,Milcery,Fairy,None,45,40,40,50,61,34,Special Defense,61,1,White,2,3,This Pokémon was born from sweet-smelling particles in the air. Its body is made of cream.,8
869,Alcremie,Fairy,None,65,60,75,110,121,64,Special Defense,121,2,White,3,5,"When it trusts a Trainer, it will treat them to berries it’s decorated with cream.",8
870,Falinks,Fighting,None,65,100,100,70,60,75,Attack,100,1,Yellow,30,620,"Five of them are troopers, and one is the brass. The brass’s orders are absolute.",8
871,Pincurchin,Electric,None,48,101,95,91,85,15,Attack,101,1,Purple,3,10,"It feeds on seaweed, using its teeth to scrape it off rocks. Electric current flows from the tips of its spines.",8
872,Snom,Ice,Bug,30,25,35,45,30,20,Special Attack,45,1,White,3,38,"It spits out thread imbued with a frigid sort of energy and uses it to tie its body to branches, disguising itself as an icicle while it sleeps.",8
873,Frosmoth,Ice,Bug,70,65,60,125,90,65,Special Attack,125,2,White,13,420,Icy scales fall from its wings like snow as it flies over fields and mountains. The temperature of its wings is less than −290 degrees Fahrenheit.,8
874,Stonjourner,Rock,None,100,125,135,20,20,70,Defense,135,1,Gray,25,5200,"It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.",8
875,Eiscue-Ice,Ice,None,75,80,110,65,90,50,Defense,110,1,Blue,14,890,It drifted in on the flow of ocean waters from a frigid place. It keeps its head iced constantly to make sure it stays nice and cold.,8
876,Indeedee-Male,Psychic,Normal,60,65,55,105,95,95,Special Attack,105,1,Purple,9,280,"It uses the horns on its head to sense the emotions of others. Males will act as valets for those they serve, looking after their every need.",8
877,Morpeko-Full-Belly,Electric,Dark,58,95,58,70,58,97,Speed,97,1,Yellow,3,30,"As it eats the seeds stored up in its pocket-like pouches, this Pokémon is not just satisfying its constant hunger. It’s also generating electricity.",8
878,Cufant,Steel,None,72,80,49,40,49,40,Attack,80,1,Yellow,12,1000,"It digs up the ground with its trunk. It’s also very strong, being able to carry loads of over five tons without any problem at all.",8
879,Copperajah,Steel,None,122,130,69,80,69,30,Attack,130,2,Green,30,6500,They came over from another region long ago and worked together with humans. Their green skin is resistant to water.,8
880,Dracozolt,Electric,Dragon,90,100,90,80,70,75,Attack,100,1,Green,18,1900,"In ancient times, it was unbeatable thanks to its powerful lower body, but it went extinct anyway after it depleted all its plant-based food sources.",8
881,Arctozolt,Electric,Ice,90,100,90,90,80,55,Attack,100,1,Blue,23,1500,The shaking of its freezing upper half is what generates its electricity. It has a hard time walking around.,8
882,Dracovish,Water,Dragon,90,90,100,70,80,75,Defense,100,1,Green,23,2150,Powerful legs and jaws made it the apex predator of its time. Its own overhunting of its prey was what drove it to extinction.,8
883,Arctovish,Water,Ice,90,90,100,80,90,55,Defense,100,1,Blue,20,1750,"Though it’s able to capture prey by freezing its surroundings, it has trouble eating the prey afterward because its mouth is on top of its head.",8
884,Duraludon,Steel,Dragon,70,95,115,120,50,85,Special Attack,120,1,White,18,400,"Its body resembles polished metal, and it’s both lightweight and strong. The only drawback is that it rusts easily.",8
885,Dreepy,Dragon,Ghost,28,60,30,40,30,82,Speed,82,1,Green,5,20,"After being reborn as a ghost Pokémon, Dreepy wanders the areas it used to inhabit back when it was alive in prehistoric seas.",8
886,Drakloak,Dragon,Ghost,68,80,50,60,50,102,Speed,102,2,Green,14,110,It’s capable of flying faster than 120 mph. It battles alongside Dreepy and dotes on them until they successfully evolve.,8
887,Dragapult,Dragon,Ghost,88,120,75,100,75,142,Speed,142,3,Green,30,500,"When it isn’t battling, it keeps Dreepy in the holes on its horns. Once a fight starts, it launches the Dreepy like supersonic missiles.",8
888,Zacian,Fairy,None,92,120,115,80,115,138,Speed,138,1,Blue,28,1100,"Known as a legendary hero, this Pokémon absorbs metal particles, transforming them into a weapon it uses to battle.",8
889,Zamazenta,Fighting,None,92,120,115,80,115,138,Speed,138,1,Red,29,2100,"In times past, it worked together with a king of the people to save the Galar region. It absorbs metal that it then uses in battle.",8
890,Eternatus,Poison,Dragon,140,85,95,145,95,130,Special Attack,145,1,Purple,200,9500,The core on its chest absorbs energy emanating from the lands of the Galar region. This energy is what allows Eternatus to stay active.,8
891,Kubfu,Fighting,None,60,90,60,53,50,72,Attack,90,1,Gray,6,120,Kubfu trains hard to perfect its moves. The moves it masters will determine which form it takes when it evolves.,8
892,Urshifu-Single-Strike,Fighting,Dark,100,130,100,63,60,97,Attack,130,2,Gray,19,1050,This form of Urshifu is a strong believer in the one-hit KO. Its strategy is to leap in close to foes and land a devastating blow with a hardened fist.,8
893,Zarude,Dark,Grass,105,120,105,70,95,105,Attack,120,1,Green,18,700,"Within dense forests, this Pokémon lives in a pack with others of its kind. It’s incredibly aggressive, and the other Pokémon of the forest fear it.",8
894,Regieleki,Electric,None,80,100,50,100,50,200,Speed,200,1,Yellow,12,1450,This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,8
895,Regidrago,Dragon,None,200,100,50,100,50,80,Hp,200,1,Green,21,2000,An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,8
896,Glastrier,Ice,None,100,145,130,65,110,30,Attack,145,1,White,22,8000,"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",8
897,Spectrier,Ghost,None,100,65,60,145,80,130,Special Attack,145,1,Black,20,445,It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,8
898,Calyrex,Psychic,Grass,100,80,80,80,80,80,Hp,100,1,Green,11,77,"Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",8
899,Wyrdeer,Normal,Psychic,103,105,72,105,75,65,Attack,105,2,Gray,18,951,The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,8
900,Kleavor,Bug,Rock,70,135,95,45,70,85,Attack,135,2,Brown,18,890,"A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee.",8
901,Ursaluna,Ground,Normal,130,140,105,45,80,50,Attack,140,3,Brown,24,2900,I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,8
902,Basculegion-Male,Water,Ghost,120,112,65,80,75,78,Hp,120,2,Green,30,1100,Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.,8
903,Sneasler,Fighting,Poison,80,130,60,40,80,120,Attack,130,2,Gray,13,430,"Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",8
904,Overqwil,Dark,Poison,85,115,95,65,65,85,Attack,115,2,Black,25,605,Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.,8
905,Enamorus-Incarnate,Fairy,Flying,74,115,70,135,80,106,Special Attack,135,1,Pink,16,480,"When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui.",8
906,Sprigatito,Grass,None,40,61,54,45,45,65,Speed,65,1,Green,4,41,Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,9
907,Floragato,Grass,None,61,80,63,60,63,83,Speed,83,2,Green,9,122,"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.",9
908,Meowscarada,Grass,Dark,76,110,70,81,70,123,Speed,123,3,Green,15,312,"This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",9
909,Fuecoco,Fire,None,67,45,59,63,40,36,Hp,67,1,Red,4,98,It lies on warm rocks and uses the heat absorbed by its square-shaped scales to create fire energy.,9
910,Crocalor,Fire,None,81,55,78,90,58,49,Special Attack,90,2,Red,10,307,The combination of Crocalor’s fire energy and overflowing vitality has caused an egg-shaped fireball to appear on the Pokémon’s head.,9
911,Skeledirge,Fire,Ghost,104,75,100,110,75,66,Special Attack,110,3,Red,16,3265,The fiery bird changes shape when Skeledirge sings. Rumor has it that the bird was born when the fireball on Skeledirge’s head gained a soul.,9
912,Quaxly,Water,None,55,65,45,50,45,50,Attack,65,1,White,5,61,This Pokémon migrated to Paldea from distant lands long ago. The gel secreted by its feathers repels water and grime.,9
913,Quaxwell,Water,None,70,85,65,65,60,65,Attack,85,2,Blue,12,215,"These Pokémon constantly run through shallow waters to train their legs, then compete with each other to see which of them kicks most gracefully.",9
914,Quaquaval,Water,Fighting,85,120,80,85,75,85,Attack,120,3,Blue,18,619,A single kick from a Quaquaval can send a truck rolling. This Pokémon uses its powerful legs to perform striking dances from far-off lands.,9
915,Lechonk,Normal,None,54,45,40,35,45,35,Hp,54,1,Gray,5,102,It searches for food all day. It possesses a keen sense of smell but doesn’t use it for anything other than foraging.,9
916,Oinkologne-Male,Normal,None,110,100,75,59,80,65,Hp,110,2,Gray,10,1200,"Oinkologne is proud of its fine, glossy skin. It emits a concentrated scent from the tip of its tail.",9
917,Tarountula,Bug,None,35,41,45,29,40,20,Defense,45,1,White,3,40,"The ball of threads wrapped around its body is elastic enough to deflect the scythes of Scyther, this Pokémon’s natural enemy.",9
918,Spidops,Bug,None,60,79,92,52,86,35,Defense,92,2,Green,10,165,It clings to branches and ceilings using its threads and moves without a sound. It takes out its prey before the prey even notices it.,9
919,Nymble,Bug,None,33,46,40,21,25,45,Attack,46,1,Gray,2,10,"It has its third set of legs folded up. When it’s in a tough spot, this Pokémon jumps over 30 feet using the strength of its legs.",9
920,Lokix,Bug,Dark,71,102,78,52,55,92,Attack,102,2,Gray,10,175,"When it decides to fight all out, it stands on its previously folded legs to enter Showdown Mode. It neutralizes its enemies in short order.",9
921,Pawmi,Electric,None,45,50,20,40,25,60,Speed,60,1,Yellow,3,25,It has underdeveloped electric sacs on its cheeks. These sacs can produce electricity only if Pawmi rubs them furiously with the pads on its forepaws.,9
922,Pawmo,Electric,Fighting,60,75,40,50,40,85,Speed,85,2,Yellow,4,65,"When its group is attacked, Pawmo is the first to leap into battle, defeating enemies with a fighting technique that utilizes electric shocks.",9
923,Pawmot,Electric,Fighting,70,115,70,70,60,105,Attack,115,3,Yellow,9,410,"This Pokémon normally is slow to react, but once it enters battle, it will strike down its enemies with lightning-fast movements.",9
924,Tandemaus,Normal,None,50,50,45,40,45,75,Speed,75,1,White,3,18,"Exhibiting great teamwork, they use their incisors to cut pieces out of any material that might be useful for a nest, then make off with them.",9
925,Maushold-Family-Of-Four,Normal,None,74,75,70,65,75,111,Speed,111,2,White,3,28,"The two little ones just appeared one day. The group might be a family of related Pokémon, but nobody knows for sure.",9
926,Fidough,Fairy,None,37,55,70,30,55,65,Defense,70,1,Yellow,3,109,This Pokémon is smooth and moist to the touch. Yeast in Fidough’s breath induces fermentation in the Pokémon’s vicinity.,9
927,Dachsbun,Fairy,None,57,80,115,50,80,95,Defense,115,2,Brown,5,149,"The pleasant aroma that emanates from this Pokémon’s body helps wheat grow, so Dachsbun has been treasured by farming villages.",9
928,Smoliv,Grass,Normal,41,35,45,58,51,30,Special Attack,58,1,Green,3,65,It protects itself from enemies by emitting oil from the fruit on its head. This oil is bitter and astringent enough to make someone flinch.,9
929,Dolliv,Grass,Normal,52,53,60,78,78,33,Special Attack,78,2,Green,6,119,"Dolliv shares its tasty, fresh-scented oil with others. This species has coexisted with humans since times long gone.",9
930,Arboliva,Grass,Normal,78,69,90,125,109,39,Special Attack,125,3,Green,14,482,"This calm Pokémon is very compassionate. It will share its delicious, nutrient-rich oil with weakened Pokémon.",9
